OBJECTID,Bus Stop ID,Stop Number,LTAR,Location,Accessible,Bus PadID,FDMID,Feature Code,Source Date,Source Accuracy,Add Date,Modified Date,Bus Stop Status,Source Date,Plowed by HRM,Winter Maintenance Zone,Winter Maintenance Route,Winter Maintenance Level of Service,Winter Treatment Material,Winter Maintenance Comments,GLOBALID,Winter Maintenance Add Date,Winter Maintenance Modified Date,Date Last Inspected,x,y
1369,BS17,8915,Y,Hwy 7 Before Davidsons Rd (8915),I,CPD479,400000285,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,N,NA,,,,,d3234371-437a-482a-976c-9b2a47b2d8b2,10/10/2019 12:00:00 AM,,,-7048673.0718,5580658.7483
1371,BS809,9028,Y,Parkland Dr After Civic 767 (9028),A,CPD1227,300003670,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,ccff25a4-b213-49b9-8c84-ad06a00060ff,12/2/2016 12:00:00 AM,,,-7088629.6623,5571283.9092
1372,BS3513,2308,Y,Oxford St Before Jubilee (2308),A,,,TRBSAC,TRANSIT,IN,8/25/2023 4:48:18 PM,9/13/2023 1:48:33 PM,INS,7/27/2023 12:00:00 AM,Y,SWZ5,,PRI2,,,1f07fbb5-abd4-471b-ba7d-a0dcd4984ddd,8/25/2023 12:00:00 AM,8/25/2023 12:00:00 AM,,-7079794.4679,5565293.867
1373,BS2045,6403,Y,Chebucto Rd Before Benjamin Green Dr (6403),A,CPD1984,300001537,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,177b2fe2-00a1-4993-b5c9-642394f8c868,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7081105.8635,5565964.9096
1375,BS1558,7435,Y,Parkland Dr After Langbrae Dr (7435),A,CPD1728,300003442,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,,fc92a27f-33df-4319-9e37-57f42182739c,12/2/2016 12:00:00 AM,,,-7088000.3835,5569098.1338
1376,BS1187,8017,Y,Pleasant St Before Mt Hope Ave (8017),A,CPD188,200000156,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ8,,PRI2,,SHELTER,5a48de5e-325b-4ea7-a297-f5b85fea76c8,2/22/2017 12:00:00 AM,9/26/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7074090.3991,5566937.4354
1377,BS1034,8442,Y,Waverley Rd After Micmac Dr (8442),A,CPD1405,200001630,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,c4db3a7d-43b4-43f8-99b9-a18673f225db,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7073998.5294,5573470.573
1378,BS2735,8322,Y,Spring Garden Rd After South Park St (8322),A,CPD2525,300001845,TRBSAC,TRANSIT,XY,6/28/2017 12:00:00 AM,8/25/2023 4:15:49 PM,INS,8/1/2017 12:00:00 AM,Y,HRM1,R4,PRI2,,,bb6e0c47-3310-4fa9-9758-44d80c72e138,9/21/2018 12:00:00 AM,,1/1/2017 12:00:00 AM,-7077735.2384,5565365.9606
1380,BS2399,6271,Y,Bedford Hwy After Civic 741  (6271),I,CPD2377,700003800,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,2/12/2016 12:00:00 AM,Y,WSZ3,,PRI2,,STAND ALONE,dc80cbac-0ea9-408e-b70a-2468413470c5,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7087109.2422,5575489.1791
1381,BS555,6171,Y,St Margarets Bay Rd Before Alderwood Dr (6171),A,CPD874,300002026,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,,4bef77d0-8ff9-4b74-a10c-5e9506dedcde,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7083091.2484,5564874.7561
1382,BS1631,8545,Y,Windmill Rd Before Bethel Ave (8545),A,CPD1644,200000283,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R3,PRI2,,,446cbb04-7d80-430b-9093-919ca704071d,2/22/2017 12:00:00 AM,9/26/2019 12:00:00 AM,,-7079062.812,5570972.2336
1383,BS1743,8214,Y,Robie St Before Quinpool Rd (8214),A,CPD1825,700004788,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,1/16/2026 5:37:20 PM,INS,,Y,SWZ6,RB,PRI2,,,20932b68-31f5-4709-a68d-da81c3a62ba0,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,,-7078898.2084,5566214.7788
1384,BS37,7308,Y,Sackville Dr After Hamilton Dr (7308),I,CPD546,100001356,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ2,,PRI2,,STAND ALONE,77c4a77e-95b4-4861-ae95-7bee88088437,2/22/2017 12:00:00 AM,,1/1/2015 12:00:00 AM,-7094187.4167,5589406.2878
1385,BS906,6912,Y,Herring Cove Rd Opposite Glen Baker Dr (6912),I,CPD1145,700007528,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,0a98133e-27c4-478f-829c-82cc5e7d88a1,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7077313.2025,5555203.8956
1386,BS583,6718,Y,Hammonds Plains Rd Before Doyle St (6718),N,CPD977,100000397,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,a3670020-3cfa-4e08-93e9-109b019ac7bb,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7089035.7255,5576975.0981
1387,BS1780,6069,Y,Auburn Dr Before Auburn Ct (6069),A,CPD1852,200001927,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,b7b2d8c6-bdb7-4ad8-8c91-4b6e6dd81a47,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7067591.987,5573355.8384
1388,BS1093,8355,Y,Stokil Dr After Sampson Dr (8355),A,CPD1340,100000609,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,53e63e6d-3902-40dc-8748-26486ba7b843,2/22/2017 12:00:00 AM,,,-7089469.5935,5587846.7367
1389,BS797,8416,Y,Valleyfield Rd After Oakwood Ave (8416),A,CPD1219,200002301,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,4dca1f10-4375-42c9-8081-7e535a1a2994,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7072641.328,5571193.7424
1390,BS518,6745,Y,Glendale Dr After Rankin Dr (6745),A,CPD848,100000598,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ2,,PRI2,,,fecd8a0f-997f-43c8-aab4-febb0b711675,2/22/2017 12:00:00 AM,,,-7089348.7873,5586909.6758
1391,BS698,8366,Y,Susie Lake Cr Before Chain Lake Dr (8366),N,CPD1026,300002710,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,WSZ4,,PRI2,,<Null>,16de77d3-beef-4dc7-bd2b-85435b840bb3,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7088198.6599,5565942.5388
1392,BS1892,8006,Y,Pleasant St After Old Ferry Rd (8006),A,CPD2106,200000768,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,0d7369b4-6b6f-4b21-b940-6876de7d3988,2/22/2017 12:00:00 AM,,,-7074861.7581,5569008.9763
1393,BS1732,7082,Y,Lacewood Dr Before Willett St (7082),A,CPD1820,300000527,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ7,,PRI2,,SHELTER,a85402a1-3bc2-4299-9611-2e5dc03639d0,2/22/2017 12:00:00 AM,,1/1/2016 12:00:00 AM,-7086447.2742,5568471.2025
1395,BS1720,7069,Y,Lacewood Dr After Gateway Rd (7069),A,CPD272,300000500,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,SHELTER,83a24d71-1094-42c9-ba69-6d7c2063d773,2/22/2017 12:00:00 AM,,,-7084678.9036,5568615.5098
1396,BS357,9085,Y,Thomas Raddall Dr At Canada Games Centre (9085),A,CPD632,700006590,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/18/2017 12:00:00 AM,Y,SWZ7,,PRI2,,,26716ec7-f721-4bc6-bd2c-b02e3ef7072d,8/11/2016 12:00:00 AM,,,-7087151.8719,5567966.369
1397,BS284,8594,Y,Woodlawn Rd After Main St (8594),A,CPD705,200001027,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,3/3/2026 7:31:46 PM,INS,,Y,WSZ1,,PRI2,,,bb8c36ac-dc1e-45d0-a13a-5ed251648ec4,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7071996.096,5571782.4291
1398,BS374,6192,Y,Bayers Rd After Windsor St (6192),A,CPD893,700005108,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,3/12/2025 12:22:42 PM,INS,,Y,SWZ6,RA,PRI2,,,4ca01ada-1f7a-4f4c-8a52-93e4dda06fc7,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,1/1/2016 12:00:00 AM,-7080867.6514,5567566.9536
1399,BS967,6959,Y,Ilsley Ave Before MacDonald Ave (6959),A,CPD1194,200000724,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,11/21/2024 4:10:55 PM,INS,,Y,E1,GR,PRI2,,STAND ALONE,16f3ffea-8383-4f82-bf14-cb7faf07e40e,2/22/2017 12:00:00 AM,1/29/2020 12:00:00 AM,,-7078108.2464,5573703.8325
1400,BS1457,7166,Y,Main Ave After Titus St (7166),N,CPD259,300003351,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,4/10/2025 3:42:15 PM,INS,,Y,SWZ7,,PRI2,,SHELTER,3d088c18-1f62-44bd-aae9-58c63decdbd6,2/22/2017 12:00:00 AM,,1/1/2018 12:00:00 AM,-7083635.2943,5568129.8323
1401,BS2134,8516,Y,Windmill Rd After Parkstone Rd (8516),A,CPD2143,200000274,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R2,PRI2,,,8846e8be-7e06-4344-b6b9-4162405c9977,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7079410.9045,5571387.6239
1402,BS3166,2039,Y,Old Sackville Rd After Walker Service Rd (2039),N,CPD2831,100001628,TRBSAC,TRANSIT,DV,10/7/2019 12:00:00 AM,7/11/2023 2:30:44 PM,INS,8/23/2019 12:00:00 AM,Y,WSZ2,,PRI1,,STAND ALONE,f277b166-75f8-42b2-95d7-4604379362dc,10/10/2019 12:00:00 AM,10/28/2019 12:00:00 AM,1/1/2019 12:00:00 AM,-7088879.8673,5583527.7563
1403,BS1560,7148,Y,Lucien Dr After Whynette Pl (7148),A,CPD254,200001490,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,SHELTER - STAND ALONE,f5798c50-4422-4cdb-b0ef-2c6707ac9c95,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2014 12:00:00 AM,-7069733.6705,5571382.4708
1404,BS366,6184,Y,St Margarets Bay Rd Opposite Civic 1264 (6184),N,CPD886,300003391,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,12/7/2019 12:00:00 AM,Y,WSZ4,,PRI2,,STAND ALONE,d9ce42da-e027-48e0-9558-f47101e3e186,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7089600.6887,5564654.6826
1406,BS2145,6552,Y,Dartmouth Rd After Eaglewood Dr (6552),A,CPD2152,700006599,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,,05f8e6bb-a27b-48ec-b1fd-6be1eb1cafa3,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7084763.3481,5578559.5122
1407,BS234,8295,Y,South St After South Park St (8295),A,CPD669,300002029,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,9/12/2023 11:34:47 AM,INS,,Y,SWZ5,,PRI2,,,75a96f32-2b6b-4078-b2c0-9b2dfca9f2c9,2/22/2017 12:00:00 AM,,,-7077287.0434,5564782.9391
1408,BS492,7228,Y,Millwood Dr Before Beaver Bank Cross Rd (7228),A,CPD826,100002225,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ2,,PRI2,,,1d80cda8-0ff8-4d08-87d7-b4f5a4508a38,2/22/2017 12:00:00 AM,,1/1/2022 12:00:00 AM,-7091388.8547,5588735.5569
1409,BS934,6941,Y,Main St At Civic 802 (6941),N,CPD1164,200002885,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,4eaff46e-1921-45c3-a46f-5aaacbe1b8eb,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7067677.2747,5574146.4056
1410,BS406,6775,Y,Gottingen St After Prince William St (6775),A,CPD96,300002966,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RB,PRI2,,SHELTER,aff7437a-e0ea-4bdf-926e-f3bdce02e80e,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7078392.8925,5567222.9928
1411,BS1997,7381,Y,Novalea Dr Before Kenny St (7381),A,CPD2076,300003281,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RB,PRI2,,,73362ecb-9d79-4838-a45d-c36d0ce42276,2/22/2017 12:00:00 AM,10/25/2019 12:00:00 AM,,-7080131.5013,5568896.8365
1412,BS1932,8514,Y,Windmill Rd After Victoria Rd (8514),A,CPD2141,200001406,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R3,PRI2,,,a989374f-3793-4b22-b968-12f8c75da278,2/22/2017 12:00:00 AM,1/23/2020 12:00:00 AM,,-7079984.5728,5573635.9471
1414,BS2508,6998,Y,John Stewart Dr Before Auburn Dr (6998),A,CPD2462,200001696,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,978cb8c6-4570-4c51-87fa-daa9bb0f5ee9,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7067205.9459,5572233.1427
1416,BS1048,9053,Y,Windmill Rd Before Fernhill Dr (9053),A,CPD1419,200000271,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R2,PRI2,,,f69c7eda-1b22-4c8a-83ae-80d3e4880784,2/22/2017 12:00:00 AM,9/4/2019 12:00:00 AM,,-7079541.3034,5571588.2263
1418,BS424,6335,Y,Caldwell Rd Before Lodge Ct (6335),A,CPD769,200001301,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,3fca75cc-c6e2-4199-93b6-edb11d1efd33,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7068994.39,5569764.5326
1419,BS287,8597,Y,Woodlawn Rd Before Ellenvale Ave (8597),A,CPD708,200000992,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,,6851fb81-a7a3-4a46-a41e-83cd58b445a5,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7071987.7051,5570592.5223
1420,BS963,8173,Y,Riverview Cr After Rockmanor Dr (8173),N,CPD1190,100002281,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,55e2a03b-046b-4973-9db9-1dcba7266641,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,,-7085568.3994,5581209.2699
1422,BS245,8306,Y,South Park St After Fenwick St (8306),A,CPD675,300002072,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ5,,PRI2,,,46a9b1ea-83ac-4b07-bd3e-16b99d7133a7,2/22/2017 12:00:00 AM,,,-7077393.3628,5564609.136
1423,BS84,7328,Y,Sackville Dr Opposite Pinehill Dr (7328),A,CPD9,100001940,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ2,,PRI2,,SHELTER,87116789-5958-45e8-9328-e6ffd804ff6c,2/22/2017 12:00:00 AM,,1/1/2014 12:00:00 AM,-7088502.3512,5584519.9752
1424,BS1309,8803,Y,Walter Havill Dr After Ridgestone Ct (8803),A,CPD1480,700002097,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,,a06fc9e6-588b-432b-8ff9-0c56a7843b58,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7083380.6889,5563782.7
1425,BS1765,7368,Y,Novalea Dr At Samuel Prince Manor (7368),A,CPD288,300000178,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ6,RB,PRI2,,SHELTER,712a64e0-83a6-45ed-a2f5-7f0a9181852d,2/22/2017 12:00:00 AM,10/25/2019 12:00:00 AM,1/1/2014 12:00:00 AM,-7081290.5645,5569966.9536
1426,BS609,6901,Y,Herring Cove Rd Before Melwood Ave (6901),A,CPD1068,700005140,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ4,,PRI2,,,37b5ad47-2e28-4bdb-900e-b4c157e8f195,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7082205.2374,5564589.7324
1427,BS1794,6645,Y,Farnham Gate Rd After Dunbrack St (6645),A,CPD1865,300000156,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ7,,PRI2,,,aa92d5d0-4c25-446c-8375-6eb72b01e4c7,2/22/2017 12:00:00 AM,,1/1/2022 12:00:00 AM,-7087135.8646,5570239.206
1428,BS1189,8019,Y,Main Rd After Albacore Pl (8019),A,CPD1276,200002877,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,e790b766-e461-4897-b4ac-9e1fe5a5b4db,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7071195.2746,5563739.3822
1429,BS877,8390,Y,Thistle St Opposite Beech St (8390),A,CPD1121,200000622,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM2,R1,PRI2,,,01526e98-10be-4b53-a22d-880bc7e24ab7,2/22/2017 12:00:00 AM,8/30/2019 12:00:00 AM,,-7076359.3101,5570431.5498
1430,BS1835,8220,Y,Robie St After South St (8220),A,CPD299,700004872,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ5,,PRI2,,SHELTER,808d0f65-003d-4450-93d4-b5bb2b7cf01c,2/22/2017 12:00:00 AM,,1/1/2014 12:00:00 AM,-7078242.9481,5564547.8984
1431,BS1645,8559,Y,Windsor St Before Charles St (8559),A,CPD1653,300003535,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,1ec532cd-d528-4b78-81d2-fa6cbda92873,2/22/2017 12:00:00 AM,10/28/2019 12:00:00 AM,,-7079599.0049,5566822.2167
1432,BS2708,8818,Y,Hwy 7 After Civic 4212 (8818),I,CPD2602,700010540,TRBSAC,TRANSIT,XY,11/14/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/18/2017 12:00:00 AM,N,NA,,,,,cce48af2-f6fd-4243-8fd3-4636588edc6f,10/10/2019 12:00:00 AM,,,-7049827.4908,5580816.1712
1433,BS2227,6827,Y,Hammonds Plains Rd Opposite Nottingham Dr (6827),N,CPD2215,600000432,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ3,,PRI2,,STAND ALONE,16ba5dad-a1a3-4b1d-8444-aacecc50aff0,2/22/2017 12:00:00 AM,10/1/2019 12:00:00 AM,1/1/2015 12:00:00 AM,-7107077.3061,5575920.953
1434,BS913,6919,Y,Highfield Park Dr Opposite Civic 72 (6919),A,CPD1151,200000665,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ8,,PRI2,,,e9e7daeb-e36e-46be-baaf-11baf3f8af5a,2/22/2017 12:00:00 AM,,,-7078873.1105,5572428.4322
1435,BS224,6333,Y,Caldwell Rd After Cow Bay Rd (6333),A,CPD56,200000191,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ1,,PRI2,,SHELTER,a1fbc35f-8cce-4e40-89e8-1ea8c266fd29,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2014 12:00:00 AM,-7065786.551,5560519.6231
1436,BS2396,6268,Y,Bedford Hwy Before Kearney Lake Rd (6268),A,CPD414,700005281,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ7,,PRI2,,SHELTER,f41bf8c8-ebb7-438e-bfc4-7909b35e2db9,2/22/2017 12:00:00 AM,,1/1/2014 12:00:00 AM,-7086558.4801,5571557.7228
1437,BS260,8321,Y,Spikenard St Before Weyburn Rd (8321),A,CPD687,200000058,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,abcd5f32-18b3-4549-bcc3-e38ccb68c663,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7072187.6653,5571364.9085
1438,BS1464,8487,Y,Wildwood Blvd Before Gregory Dr (8487),A,CPD1766,200001514,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,WSZ1,,PRI2,,,1affd5f3-8b0f-4974-acf0-9326c8e84b72,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,,-7068616.9663,5571974.9553
1439,BS1606,7615,Y,Bridge Terminal Bay 15 (7615),A,CPD238,700010359,TRBSTMAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,12/7/2019 12:00:00 AM,Y,BLDG,,,,BUS TERMINAL,15c588e1-0081-4018-94ff-f5c0c39a4c21,2/22/2017 12:00:00 AM,11/16/2020 12:00:00 AM,1/1/2014 12:00:00 AM,-7077154.2552,5569840.49
1440,BS2652,6505,Y,Horseshoe Lake Dr At Civic 59 (6505),N,CPD2543,700005451,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,WSZ4,,PRI2,,STAND ALONE,abcf6a92-e187-4629-a318-84aac2ec32b3,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2015 12:00:00 AM,-7088232.9179,5565636.3922
1441,BS2323,6500,Y,Connaught Ave Before Bayers Rd (6500),A,CPD2430,700004917,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,,d0eca03d-9a3d-461b-9d8b-e3f21f9c06ec,2/22/2017 12:00:00 AM,10/24/2019 12:00:00 AM,,-7081677.6849,5567014.7384
1442,BS1128,8338,Y,Spring Garden Rd Before Barrington St (8338),A,CPD1364,300001646,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,HRM1,R2,PRI2,,,08bfd00b-00a3-4ea3-9801-6ba3a278f604,2/22/2017 12:00:00 AM,,,-7076937.0893,5565650.8595
1443,BS1551,7428,Y,Parkland Dr After Farnham Gate Rd (7428),A,CPD252,700001632,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ7,,PRI2,,SHELTER,e35ef039-709f-488f-8ea7-3a5fc6d86d38,12/2/2016 12:00:00 AM,,,-7088371.9799,5569801.2087
1444,BS1798,6649,Y,Farnham Gate Rd Before Montgomery Ct (6649),A,CPD1869,300003500,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 2:30:44 PM,INS,,Y,SWZ7,,PRI2,,,43fa4e15-8fdc-4017-8cef-58e9d75ceac2,2/22/2017 12:00:00 AM,,1/1/2022 12:00:00 AM,-7087704.0308,5570076.0236
1445,BS782,6198,Y,Bayers Rd After Barnstead Ln (6198),A,CPD955,300001029,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,,Y,SWZ6,RA,PRI2,,SHELTER,e1619bd3-02be-4be1-8c18-e715e29c220c,2/22/2017 12:00:00 AM,10/22/2019 12:00:00 AM,,-7082470.1182,5567084.7281
1446,BS1724,7074,Y,Lacewood Dr After Gateway Rd (7074),A,CPD1814,300000474,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,7/11/2023 11:33:03 AM,INS,1/18/2017 12:00:00 AM,Y,SWZ7,,PRI2,,,fb7a01c9-be02-4270-b7cf-d1d08b18ea8e,2/22/2017 12:00:00 AM,,,-7084759.7669,5568674.7949
1447,BS1559,7147,Y,Hornes Rd After Cow Bay Rd (7147),N,CPD1729,200002073,TRBSAC,TRANSIT,XY,7/29/2016 12:00:00 AM,10/17/2024 10:35:05 AM,INS,,Y,WSZ1,,PRI2,,STAND ALONE,cc0eaa60-141f-4645-9684-dc45a83876a0,2/22/2017 12:00:00 AM,6/1/2022 12:00:00 AM,1/1/2016 12:00:00 AM,-7067443.2937,5560756.1299
